video_id, sentence_id, dep_total_original, dep_total_random, total_words
32, 1, 7, 10, 5
32, 1, 10, 10, 5
32, 1, 13, 11, 6
32, 1, 1, 1, 2
32, 1, 32, 82, 14
32, 1, 9, 12, 6
32, 1, 24, 27, 10
32, 1, 3, 3, 3
32, 1, 11, 12, 6
32, 1, 3, 5, 3
32, 1, 6, 4, 4
32, 1, 6, 5, 4
32, 1, 7, 8, 5
32, 1, 36, 28, 11
32, 1, 11, 15, 6
32, 1, 6, 6, 4
32, 1, 17, 20, 7
32, 1, 21, 37, 9
32, 1, 9, 15, 6
32, 1, 11, 15, 7
32, 1, 22, 26, 9
32, 1, 14, 16, 8
32, 1, 39, 67, 14
32, 1, 17, 27, 8
32, 1, 17, 43, 9
32, 1, 18, 27, 9
32, 1, 24, 24, 10
32, 1, 28, 46, 11
32, 1, 26, 34, 10
32, 1, 20, 29, 9
32, 1, 1, 1, 2
32, 1, 9, 8, 6
32, 1, 25, 45, 11
32, 1, 14, 23, 7
32, 1, 6, 4, 4
32, 1, 3, 3, 3
32, 1, 13, 13, 6
32, 1, 30, 60, 13
32, 1, 12, 20, 7
32, 1, 18, 25, 9
32, 1, 44, 58, 13
32, 1, 11, 14, 7
32, 1, 9, 13, 6
32, 1, 22, 25, 8
32, 1, 21, 30, 9
32, 1, 1, 1, 2
32, 1, 26, 25, 9
32, 1, 16, 17, 7
32, 1, 9, 11, 6
32, 1, 34, 37, 13
32, 1, 6, 10, 5
32, 1, 12, 23, 7
32, 1, 24, 34, 9
32, 1, 9, 17, 6
32, 1, 22, 43, 11
32, 1, 2, 4, 3
32, 1, 10, 6, 5
32, 1, 16, 24, 9
32, 1, 16, 11, 7
32, 1, 4, 6, 4
32, 1, 11, 13, 6
32, 1, 23, 22, 8
32, 1, 11, 12, 6
32, 1, 28, 32, 10
32, 1, 12, 16, 7
32, 1, 18, 26, 9
32, 1, 2, 5, 3
32, 1, 6, 6, 4
32, 1, 23, 41, 10
32, 1, 28, 30, 10
32, 1, 21, 33, 10
32, 1, 26, 37, 9
32, 1, 6, 7, 4
32, 1, 35, 41, 12
32, 1, 44, 135, 18
32, 1, 3, 2, 3
32, 1, 7, 8, 5
32, 1, 34, 60, 15
32, 1, 10, 20, 6
32, 1, 6, 4, 4
32, 1, 1, 1, 2
32, 1, 28, 32, 10
32, 1, 22, 34, 10
32, 1, 13, 20, 6
32, 1, 31, 85, 14
32, 1, 27, 39, 12
32, 1, 26, 52, 10
32, 1, 37, 69, 13
32, 1, 23, 51, 11
32, 1, 3, 4, 3
32, 1, 4, 8, 4
32, 1, 21, 29, 9
32, 1, 13, 15, 6
33, 1, 3, 3, 3
33, 1, 1, 2, 2
33, 1, 6, 4, 4
33, 1, 4, 5, 4
33, 1, 13, 16, 7
33, 1, 7, 7, 5
33, 1, 10, 7, 5
33, 1, 6, 5, 4
33, 1, 9, 13, 6
33, 1, 6, 6, 4
33, 1, 4, 6, 4
33, 1, 6, 7, 5
33, 1, 11, 11, 6
33, 1, 21, 37, 10
33, 1, 18, 25, 9
33, 1, 48, 122, 16
33, 1, 38, 77, 16
33, 1, 7, 7, 5
33, 1, 12, 14, 7
33, 1, 6, 10, 5
33, 1, 7, 13, 5
33, 1, 11, 18, 6
33, 1, 57, 129, 14
33, 1, 21, 22, 8
33, 1, 4, 6, 4
33, 1, 8, 12, 5
33, 1, 6, 8, 4
33, 1, 25, 30, 10
33, 1, 10, 12, 5
33, 1, 7, 10, 5
33, 1, 6, 4, 4
33, 1, 6, 4, 4
33, 1, 12, 20, 6
33, 1, 9, 10, 5
33, 1, 11, 9, 6
33, 1, 3, 2, 3
33, 1, 6, 7, 4
33, 1, 7, 10, 5
33, 1, 10, 8, 5
33, 1, 8, 10, 5
33, 1, 5, 5, 4
33, 1, 23, 34, 10
33, 1, 14, 18, 7
33, 1, 5, 5, 4
33, 1, 11, 10, 6
33, 1, 11, 17, 6
33, 1, 3, 2, 3
33, 1, 30, 49, 12
33, 1, 13, 23, 7
33, 1, 1, 2, 2
33, 1, 2, 4, 3
33, 1, 43, 61, 13
33, 1, 14, 22, 8
33, 1, 9, 15, 6
33, 1, 6, 8, 5
33, 1, 17, 22, 8
33, 1, 4, 6, 4
33, 1, 4, 4, 4
33, 1, 12, 15, 7
33, 1, 8, 8, 5
33, 1, 6, 7, 4
33, 1, 16, 14, 7
33, 1, 12, 12, 6
33, 1, 10, 10, 6
33, 1, 3, 4, 3
33, 1, 3, 2, 3
33, 1, 4, 9, 4
33, 1, 16, 24, 8
33, 1, 22, 45, 10
33, 1, 9, 20, 6
33, 1, 14, 23, 7
33, 1, 32, 64, 13
33, 1, 3, 4, 3
33, 1, 10, 14, 5
33, 1, 6, 6, 4
33, 1, 16, 14, 8
33, 1, 16, 21, 8
33, 1, 18, 19, 8
33, 1, 5, 4, 4
33, 1, 31, 61, 13
33, 1, 15, 21, 7
33, 1, 4, 8, 5
33, 1, 33, 48, 14
33, 1, 12, 12, 7
33, 1, 6, 11, 5
33, 1, 16, 40, 9
33, 1, 5, 7, 4
33, 1, 11, 14, 6
33, 1, 7, 5, 5
33, 1, 21, 25, 9
33, 1, 8, 13, 5
33, 1, 6, 5, 4
33, 1, 22, 22, 10
33, 1, 7, 14, 5
33, 1, 6, 10, 5
33, 1, 42, 76, 14
33, 1, 6, 13, 5
33, 1, 1, 1, 2
33, 1, 3, 4, 3
33, 1, 1, 1, 2
33, 1, 32, 45, 13
33, 1, 15, 24, 8
33, 1, 24, 25, 9
33, 1, 4, 5, 4
33, 1, 28, 51, 12
33, 1, 15, 17, 7
33, 1, 6, 7, 4
33, 1, 51, 134, 19
33, 1, 19, 37, 10
33, 1, 3, 3, 3
33, 1, 19, 17, 8
33, 1, 6, 5, 3
34, 1, 3, 5, 3
34, 1, 3, 3, 3
34, 1, 4, 5, 4
34, 1, 14, 27, 8
34, 1, 16, 35, 9
34, 1, 21, 42, 10
34, 1, 63, 158, 22
34, 1, 9, 12, 6
34, 1, 6, 6, 4
34, 1, 23, 37, 10
34, 1, 19, 27, 10
34, 1, 11, 11, 6
34, 1, 18, 27, 9
34, 1, 6, 7, 4
34, 1, 21, 32, 10
34, 1, 38, 71, 13
34, 1, 4, 7, 4
34, 1, 5, 7, 4
34, 1, 45, 69, 14
34, 1, 16, 21, 7
34, 1, 69, 211, 24
34, 1, 42, 38, 13
34, 1, 55, 116, 17
34, 1, 18, 33, 8
34, 1, 12, 27, 7
34, 1, 22, 25, 9
34, 1, 4, 6, 4
34, 1, 4, 6, 4
34, 1, 22, 35, 12
34, 1, 7, 6, 6
34, 1, 4, 6, 4
34, 1, 46, 71, 15
34, 1, 35, 62, 14
34, 1, 30, 51, 11
34, 1, 2, 3, 3
34, 1, 15, 22, 8
34, 1, 7, 14, 5
34, 1, 9, 13, 6
34, 1, 32, 56, 13
34, 1, 50, 92, 18
34, 1, 6, 7, 4
34, 1, 9, 11, 6
34, 1, 12, 13, 6
34, 1, 8, 10, 6
34, 1, 4, 6, 4
34, 1, 3, 4, 3
34, 1, 16, 29, 7
34, 1, 8, 9, 5
34, 1, 17, 16, 7
34, 1, 14, 23, 7
34, 1, 28, 40, 12
34, 1, 3, 5, 3
34, 1, 35, 63, 13
34, 1, 26, 48, 11
34, 1, 15, 19, 8
34, 1, 12, 9, 6
34, 1, 21, 31, 9
34, 1, 15, 30, 7
34, 1, 9, 12, 6
34, 1, 66, 120, 18
34, 1, 29, 51, 13
34, 1, 59, 121, 20
34, 1, 3, 5, 3
34, 1, 13, 22, 7
34, 1, 22, 57, 11
34, 1, 60, 144, 21
34, 1, 26, 52, 12
34, 1, 8, 9, 5
34, 1, 43, 68, 16
34, 1, 10, 8, 5
34, 1, 41, 51, 12
34, 1, 41, 40, 12
34, 1, 20, 20, 9
34, 1, 31, 27, 12
34, 1, 6, 5, 5
34, 1, 24, 49, 10
34, 1, 4, 6, 4
34, 1, 15, 11, 6
34, 1, 14, 21, 7
34, 1, 32, 62, 12
34, 1, 3, 3, 3
34, 1, 27, 41, 10
34, 1, 19, 23, 8
34, 1, 25, 39, 10
34, 1, 3, 5, 3
34, 1, 23, 42, 11
34, 1, 6, 8, 4
34, 1, 13, 15, 6
34, 1, 33, 53, 13
34, 1, 29, 40, 12
34, 1, 3, 3, 3
34, 1, 4, 9, 4
34, 1, 12, 18, 6
34, 1, 22, 28, 10
34, 1, 55, 53, 14
34, 1, 1, 1, 2
34, 1, 30, 54, 11
34, 1, 7, 6, 5
34, 1, 9, 22, 6
34, 1, 19, 29, 9
34, 1, 52, 76, 13
34, 1, 52, 71, 16
34, 1, 10, 13, 5
34, 1, 9, 11, 6
34, 1, 22, 37, 9
34, 1, 11, 18, 7
34, 1, 24, 31, 10
34, 1, 48, 56, 14
34, 1, 37, 58, 14
34, 1, 6, 7, 4
34, 1, 2, 2, 3
34, 1, 2, 5, 3
34, 1, 6, 6, 5
34, 1, 11, 14, 7
34, 1, 2, 2, 3
34, 1, 20, 33, 9
34, 1, 6, 5, 4
34, 1, 6, 6, 4
34, 1, 9, 12, 6
34, 1, 23, 37, 10
34, 1, 23, 38, 10
34, 1, 12, 27, 7
34, 1, 10, 12, 5
34, 1, 51, 79, 14
34, 1, 39, 96, 14
34, 1, 39, 53, 11
34, 1, 28, 49, 12
34, 1, 18, 26, 8
34, 1, 44, 97, 18
34, 1, 7, 10, 5
34, 1, 32, 68, 13
34, 1, 31, 52, 12
34, 1, 14, 29, 8
34, 1, 29, 43, 12
34, 1, 38, 59, 13
34, 1, 25, 57, 12
34, 1, 35, 58, 15
34, 1, 8, 11, 6
34, 1, 23, 21, 8
34, 1, 18, 19, 8
34, 1, 4, 5, 4
34, 1, 6, 7, 4
34, 1, 3, 3, 3
34, 1, 1, 1, 2
34, 1, 6, 6, 4
34, 1, 2, 5, 3
34, 1, 41, 81, 15
34, 1, 52, 80, 15
34, 1, 2, 2, 3
34, 1, 1, 2, 2
34, 1, 7, 12, 5
34, 1, 13, 27, 7
34, 1, 23, 45, 10
34, 1, 46, 93, 16
34, 1, 38, 84, 13
34, 1, 31, 38, 13
34, 1, 72, 175, 22
34, 1, 6, 14, 5
34, 1, 24, 38, 10
34, 1, 7, 11, 5
34, 1, 8, 10, 5
34, 1, 10, 9, 5
34, 1, 19, 31, 9
34, 1, 50, 118, 17
34, 1, 6, 8, 5
34, 1, 15, 12, 8
34, 1, 10, 7, 5
34, 1, 3, 3, 3
34, 1, 16, 26, 8
34, 1, 13, 17, 7
34, 1, 19, 36, 9
34, 1, 13, 14, 7
34, 1, 25, 39, 10
34, 1, 1, 1, 2
34, 1, 9, 9, 5
34, 1, 3, 4, 3
34, 1, 16, 23, 8
34, 1, 9, 9, 6
34, 1, 4, 4, 4
34, 1, 28, 48, 13
34, 1, 9, 11, 6
34, 1, 4, 4, 4
34, 1, 13, 14, 6
34, 1, 9, 12, 6
34, 1, 4, 6, 4
34, 1, 12, 14, 7
34, 1, 11, 9, 6
34, 1, 4, 6, 4
34, 1, 20, 27, 9
34, 1, 6, 10, 5
34, 1, 20, 15, 8
34, 1, 2, 3, 3
34, 1, 2, 3, 3
34, 1, 11, 17, 6
34, 1, 1, 2, 2
34, 1, 16, 29, 8
34, 1, 20, 28, 9
34, 1, 16, 18, 8
34, 1, 2, 2, 3
34, 1, 9, 16, 6
34, 1, 11, 14, 6
34, 1, 14, 19, 8
34, 1, 22, 40, 10
34, 1, 4, 4, 4
34, 1, 6, 8, 5
34, 1, 20, 21, 9
34, 1, 9, 14, 6
34, 1, 9, 19, 6
34, 1, 31, 46, 13
34, 1, 16, 19, 7
34, 1, 15, 14, 7
34, 1, 15, 31, 8
34, 1, 3, 2, 3
34, 1, 1, 1, 2
34, 1, 8, 9, 5
34, 1, 24, 37, 9
34, 1, 23, 33, 9
34, 1, 7, 8, 5
34, 1, 53, 124, 20
34, 1, 25, 41, 12
34, 1, 81, 188, 23
34, 1, 9, 11, 6
34, 1, 26, 29, 10
34, 1, 37, 65, 14
34, 1, 23, 38, 11
34, 1, 3, 3, 3
34, 1, 4, 6, 4
34, 1, 16, 17, 6
35, 1, 1, 1, 1
35, 1, 6, 6, 4
35, 1, 6, 7, 4
35, 1, 4, 4, 4
35, 1, 2, 3, 3
35, 1, 20, 25, 9
35, 1, 9, 17, 6
35, 1, 32, 36, 13
35, 1, 27, 57, 12
35, 1, 27, 67, 13
35, 1, 7, 8, 5
35, 1, 34, 39, 12
35, 1, 13, 10, 6
35, 1, 44, 99, 17
35, 1, 23, 33, 10
35, 1, 17, 29, 9
35, 1, 2, 3, 3
35, 1, 5, 3, 4
35, 1, 9, 12, 6
35, 1, 34, 54, 13
35, 1, 9, 11, 6
35, 1, 4, 8, 4
35, 1, 4, 4, 4
35, 1, 27, 48, 11
35, 1, 18, 22, 8
35, 1, 6, 5, 4
35, 1, 8, 8, 5
35, 1, 17, 15, 7
35, 1, 13, 21, 7
35, 1, 6, 6, 4
35, 1, 5, 7, 4
35, 1, 30, 63, 12
35, 1, 7, 4, 5
35, 1, 9, 8, 6
35, 1, 17, 31, 9
35, 1, 18, 25, 8
35, 1, 36, 69, 14
35, 1, 2, 3, 3
35, 1, 46, 91, 15
35, 1, 4, 4, 4
35, 1, 23, 40, 10
35, 1, 55, 90, 16
35, 1, 6, 12, 5
35, 1, 62, 128, 20
35, 1, 18, 23, 9
35, 1, 4, 5, 4
35, 1, 29, 56, 13
35, 1, 6, 4, 4
35, 1, 23, 33, 10
35, 1, 4, 5, 4
35, 1, 16, 23, 8
35, 1, 12, 13, 6
35, 1, 6, 8, 5
35, 1, 8, 8, 6
35, 1, 6, 4, 4
35, 1, 12, 18, 7
35, 1, 18, 17, 8
35, 1, 22, 27, 10
35, 1, 36, 47, 13
35, 1, 17, 21, 8
35, 1, 1, 1, 2
35, 1, 10, 10, 5
35, 1, 31, 69, 13
35, 1, 11, 13, 7
35, 1, 6, 4, 4
35, 1, 12, 18, 7
35, 1, 23, 19, 9
35, 1, 6, 4, 4
35, 1, 14, 17, 8
35, 1, 18, 14, 7
35, 1, 64, 115, 18
35, 1, 3, 3, 3
35, 1, 16, 35, 9
35, 1, 7, 7, 5
35, 1, 78, 155, 21
35, 1, 30, 25, 9
35, 1, 6, 7, 5
35, 1, 21, 36, 10
35, 1, 13, 10, 6
35, 1, 20, 38, 9
35, 1, 8, 5, 5
35, 1, 7, 8, 5
35, 1, 7, 10, 5
35, 1, 33, 39, 11
35, 1, 18, 15, 8
35, 1, 13, 32, 8
35, 1, 24, 58, 11
35, 1, 56, 124, 22
35, 1, 4, 8, 4
35, 1, 5, 5, 4
35, 1, 3, 2, 3
35, 1, 10, 8, 5
35, 1, 9, 14, 6
35, 1, 22, 46, 10
35, 1, 7, 13, 5
35, 1, 6, 12, 5
35, 1, 11, 14, 7
35, 1, 3, 4, 3
35, 1, 8, 7, 5
35, 1, 7, 10, 5
35, 1, 2, 4, 3
35, 1, 34, 42, 12
35, 1, 11, 13, 6
35, 1, 10, 8, 5
35, 1, 7, 6, 5
35, 1, 30, 60, 11
35, 1, 9, 10, 6
35, 1, 11, 16, 6
35, 1, 4, 7, 4
35, 1, 42, 47, 12
35, 1, 7, 13, 5
35, 1, 13, 24, 7
35, 1, 29, 49, 11
35, 1, 19, 23, 9
35, 1, 25, 27, 9
35, 1, 9, 12, 6
35, 1, 9, 14, 6
35, 1, 1, 1, 2
35, 1, 13, 18, 7
35, 1, 11, 10, 6
35, 1, 9, 10, 5
35, 1, 4, 4, 4
35, 1, 16, 23, 9
35, 1, 3, 3, 3
35, 1, 4, 5, 4
35, 1, 16, 19, 7
35, 1, 1, 2, 2
35, 1, 11, 20, 6
35, 1, 6, 4, 3
36, 1, 1, 1, 1
36, 1, 5, 4, 4
36, 1, 1, 1, 1
36, 1, 3, 3, 2
36, 1, 1, 1, 1
36, 1, 6, 6, 4
36, 1, 4, 6, 4
36, 1, 15, 24, 8
36, 1, 1, 1, 3
36, 1, 3, 4, 3
36, 1, 1, 1, 2
36, 1, 7, 15, 5
36, 1, 4, 7, 4
36, 1, 12, 11, 6
36, 1, 18, 20, 8
36, 1, 7, 10, 5
36, 1, 31, 56, 13
36, 1, 21, 29, 10
36, 1, 4, 8, 4
36, 1, 4, 9, 4
36, 1, 5, 9, 5
36, 1, 43, 55, 13
36, 1, 33, 69, 13
36, 1, 32, 33, 11
36, 1, 15, 12, 6
36, 1, 12, 13, 8
36, 1, 15, 13, 7
36, 1, 13, 14, 7
36, 1, 13, 11, 7
36, 1, 18, 36, 10
36, 1, 29, 25, 12
36, 1, 6, 3, 4
36, 1, 9, 13, 6
36, 1, 20, 29, 10
36, 1, 27, 48, 12
36, 1, 14, 16, 8
36, 1, 16, 35, 9
36, 1, 11, 12, 6
36, 1, 7, 8, 5
36, 1, 11, 21, 7
36, 1, 3, 4, 4
36, 1, 10, 20, 6
36, 1, 32, 42, 13
36, 1, 21, 32, 11
36, 1, 29, 28, 11
36, 1, 13, 8, 6
36, 1, 23, 53, 12
36, 1, 3, 4, 3
36, 1, 17, 21, 9
36, 1, 24, 34, 10
36, 1, 12, 20, 6
36, 1, 45, 89, 17
36, 1, 36, 62, 13
36, 1, 1, 1, 2
36, 1, 7, 10, 5
36, 1, 21, 26, 9
36, 1, 15, 21, 7
36, 1, 11, 11, 6
36, 1, 8, 11, 6
36, 1, 13, 21, 7
36, 1, 19, 23, 9
36, 1, 24, 33, 11
36, 1, 7, 8, 5
36, 1, 12, 19, 6
36, 1, 38, 84, 15
36, 1, 26, 31, 10
36, 1, 21, 35, 9
36, 1, 9, 8, 6
36, 1, 23, 56, 11
36, 1, 2, 3, 3
36, 1, 12, 15, 7
36, 1, 15, 12, 6
36, 1, 36, 76, 14
36, 1, 19, 27, 9
36, 1, 16, 10, 8
36, 1, 45, 84, 16
36, 1, 5, 2, 4
36, 1, 6, 6, 4
36, 1, 6, 9, 6
36, 1, 44, 94, 17
36, 1, 17, 37, 9
36, 1, 32, 43, 12
36, 1, 28, 45, 12
36, 1, 7, 6, 5
36, 1, 12, 13, 6
36, 1, 9, 11, 6
36, 1, 14, 15, 7
36, 1, 13, 18, 7
36, 1, 4, 6, 4
36, 1, 16, 29, 10
36, 1, 28, 84, 14
36, 1, 17, 25, 9
36, 1, 21, 35, 10
36, 1, 5, 5, 4
36, 1, 3, 3, 3
36, 1, 19, 22, 9
36, 1, 25, 26, 10
36, 1, 24, 39, 10
36, 1, 7, 10, 5
36, 1, 4, 5, 5
36, 1, 18, 36, 10
36, 1, 26, 24, 11
36, 1, 15, 12, 9
36, 1, 11, 19, 6
36, 1, 24, 27, 11
36, 1, 51, 110, 19
36, 1, 23, 37, 11
36, 1, 3, 4, 3
36, 1, 4, 8, 4
36, 1, 6, 7, 4
36, 1, 1, 1, 1
37, 1, 3, 4, 3
37, 1, 1, 1, 2
37, 1, 6, 5, 4
37, 1, 4, 4, 4
37, 1, 16, 37, 9
37, 1, 6, 9, 4
37, 1, 10, 7, 5
37, 1, 15, 11, 5
38, 1, 8, 10, 5
38, 1, 6, 4, 4
38, 1, 9, 10, 5
38, 1, 4, 4, 4
38, 1, 4, 9, 4
38, 1, 8, 8, 5
38, 1, 17, 21, 9
38, 1, 6, 6, 5
38, 1, 11, 18, 6
38, 1, 5, 6, 4
38, 1, 20, 27, 9
38, 1, 14, 26, 8
38, 1, 6, 9, 5
38, 1, 11, 18, 6
38, 1, 8, 9, 5
38, 1, 3, 2, 3
38, 1, 4, 5, 4
38, 1, 19, 27, 9
38, 1, 7, 7, 5
38, 1, 31, 43, 10
38, 1, 23, 38, 10
38, 1, 10, 10, 5
38, 1, 28, 60, 11
38, 1, 24, 25, 9
38, 1, 25, 37, 14
38, 1, 1, 1, 2
38, 1, 22, 25, 8
38, 1, 3, 5, 3
38, 1, 11, 10, 6
38, 1, 6, 7, 5
38, 1, 30, 48, 11
38, 1, 7, 5, 5
38, 1, 1, 1, 2
38, 1, 11, 19, 6
38, 1, 3, 3, 3
38, 1, 25, 33, 10
38, 1, 1, 2, 2
38, 1, 4, 6, 4
38, 1, 25, 51, 11
38, 1, 2, 5, 3
38, 1, 19, 38, 10
38, 1, 24, 25, 9
38, 1, 2, 5, 3
38, 1, 4, 6, 4
38, 1, 6, 6, 4
38, 1, 15, 12, 6
38, 1, 28, 42, 12
38, 1, 24, 21, 9
38, 1, 3, 2, 3
38, 1, 11, 19, 7
38, 1, 29, 45, 11
38, 1, 21, 30, 8
38, 1, 21, 36, 9
38, 1, 6, 4, 4
38, 1, 4, 5, 4
38, 1, 11, 12, 7
38, 1, 2, 4, 3
38, 1, 11, 16, 7
38, 1, 6, 6, 4
38, 1, 22, 26, 9
38, 1, 23, 27, 10
38, 1, 4, 4, 4
38, 1, 13, 10, 8
38, 1, 12, 22, 7
38, 1, 3, 4, 3
38, 1, 8, 6, 5
38, 1, 14, 30, 8
38, 1, 10, 9, 5
38, 1, 28, 56, 11
38, 1, 25, 37, 11
38, 1, 39, 81, 15
38, 1, 17, 28, 9
38, 1, 4, 4, 4
38, 1, 7, 7, 5
38, 1, 31, 55, 14
38, 1, 34, 68, 12
38, 1, 17, 22, 9
38, 1, 42, 51, 14
38, 1, 34, 64, 12
38, 1, 13, 19, 7
38, 1, 15, 20, 7
38, 1, 29, 53, 14
38, 1, 19, 25, 9
38, 1, 7, 16, 5
38, 1, 39, 31, 13
38, 1, 4, 7, 4
38, 1, 38, 41, 13
38, 1, 31, 60, 13
38, 1, 35, 46, 12
38, 1, 15, 11, 6
38, 1, 31, 55, 12
38, 1, 19, 31, 10
38, 1, 10, 14, 7
38, 1, 11, 11, 6
38, 1, 46, 78, 17
38, 1, 41, 52, 12
38, 1, 36, 63, 14
38, 1, 23, 33, 10
38, 1, 37, 71, 14
38, 1, 6, 6, 4
38, 1, 7, 10, 5
38, 1, 24, 29, 9
38, 1, 13, 17, 7
38, 1, 3, 3, 3
38, 1, 5, 3, 4
38, 1, 6, 10, 5
38, 1, 4, 6, 4
38, 1, 26, 39, 9
38, 1, 13, 20, 7
38, 1, 11, 19, 7
38, 1, 4, 8, 4
38, 1, 15, 20, 7
38, 1, 6, 6, 4
38, 1, 25, 40, 11
38, 1, 25, 33, 11
38, 1, 16, 37, 9
38, 1, 3, 5, 3
38, 1, 4, 6, 4
38, 1, 16, 17, 6
39, 1, 6, 4, 4
39, 1, 12, 17, 7
39, 1, 2, 5, 3
39, 1, 4, 4, 4
39, 1, 9, 19, 6
39, 1, 16, 19, 8
39, 1, 4, 5, 4
39, 1, 3, 5, 3
39, 1, 40, 58, 16
39, 1, 13, 19, 7
39, 1, 36, 60, 13
39, 1, 11, 8, 6
39, 1, 45, 66, 16
39, 1, 25, 32, 9
39, 1, 46, 64, 14
39, 1, 34, 51, 13
39, 1, 14, 18, 7
39, 1, 4, 4, 4
39, 1, 13, 15, 7
39, 1, 6, 7, 5
39, 1, 32, 72, 14
39, 1, 28, 22, 9
39, 1, 37, 88, 15
39, 1, 18, 23, 8
39, 1, 7, 9, 5
39, 1, 16, 13, 7
39, 1, 16, 25, 8
39, 1, 19, 25, 9
39, 1, 19, 40, 9
39, 1, 14, 17, 7
39, 1, 19, 23, 9
39, 1, 19, 28, 9
39, 1, 7, 15, 5
39, 1, 11, 15, 6
39, 1, 3, 3, 3
39, 1, 24, 25, 9
39, 1, 23, 35, 9
39, 1, 17, 34, 9
39, 1, 17, 23, 8
39, 1, 6, 13, 5
39, 1, 7, 6, 5
39, 1, 9, 11, 6
39, 1, 16, 23, 8
39, 1, 14, 25, 7
39, 1, 16, 30, 8
39, 1, 21, 34, 9
39, 1, 16, 20, 7
39, 1, 14, 25, 8
39, 1, 3, 3, 3
39, 1, 13, 19, 7
39, 1, 21, 33, 9
39, 1, 13, 14, 6
39, 1, 6, 4, 4
39, 1, 10, 9, 5
39, 1, 7, 10, 5
39, 1, 3, 5, 3
39, 1, 25, 29, 9
39, 1, 14, 19, 8
39, 1, 3, 2, 3
39, 1, 27, 33, 10
39, 1, 22, 38, 9
39, 1, 7, 6, 5
39, 1, 11, 7, 6
39, 1, 9, 7, 5
39, 1, 11, 13, 6
39, 1, 19, 23, 8
39, 1, 11, 8, 6
39, 1, 16, 15, 7
39, 1, 12, 30, 7
39, 1, 7, 9, 5
39, 1, 9, 13, 6
39, 1, 9, 12, 6
39, 1, 20, 33, 9
39, 1, 19, 36, 10
39, 1, 23, 31, 9
39, 1, 23, 51, 10
39, 1, 20, 29, 8
39, 1, 18, 23, 8
39, 1, 18, 25, 8
39, 1, 7, 10, 5
39, 1, 21, 27, 7
39, 1, 9, 9, 6
39, 1, 8, 10, 5
39, 1, 9, 8, 5
39, 1, 14, 29, 8
39, 1, 15, 26, 8
39, 1, 23, 32, 9
39, 1, 4, 8, 4
39, 1, 25, 42, 10
39, 1, 3, 4, 3
39, 1, 19, 27, 9
39, 1, 14, 26, 8
39, 1, 11, 14, 6
39, 1, 11, 9, 6
39, 1, 18, 19, 8
39, 1, 4, 9, 4
39, 1, 12, 12, 7
39, 1, 23, 23, 9
39, 1, 20, 19, 9
39, 1, 13, 20, 7
39, 1, 3, 5, 3
39, 1, 1, 1, 2
39, 1, 10, 12, 5
39, 1, 20, 20, 8
39, 1, 14, 19, 7
39, 1, 6, 5, 4
39, 1, 20, 31, 9
39, 1, 13, 16, 7
39, 1, 20, 33, 9
39, 1, 10, 9, 6
39, 1, 9, 11, 6
39, 1, 16, 23, 8
39, 1, 18, 15, 7
39, 1, 22, 17, 9
39, 1, 15, 32, 8
39, 1, 17, 33, 9
39, 1, 18, 30, 8
39, 1, 18, 15, 8
39, 1, 16, 28, 8
39, 1, 6, 7, 4
39, 1, 11, 19, 7
39, 1, 27, 34, 11
39, 1, 11, 14, 6
39, 1, 12, 12, 6
39, 1, 6, 4, 4
39, 1, 12, 11, 6
39, 1, 13, 23, 8
39, 1, 7, 13, 5
39, 1, 1, 1, 2
39, 1, 9, 15, 6
39, 1, 18, 27, 7
39, 1, 11, 12, 6
39, 1, 27, 59, 11
39, 1, 30, 25, 9
39, 1, 13, 12, 6
39, 1, 22, 33, 8
39, 1, 19, 25, 8
39, 1, 6, 6, 4
39, 1, 15, 16, 7
39, 1, 9, 10, 6
39, 1, 14, 21, 8
39, 1, 21, 29, 9
39, 1, 1, 1, 2
39, 1, 22, 23, 8
39, 1, 9, 8, 5
39, 1, 20, 31, 9
39, 1, 7, 12, 5
39, 1, 18, 22, 8
39, 1, 14, 17, 7
39, 1, 14, 11, 7
39, 1, 13, 17, 7
39, 1, 10, 14, 6
39, 1, 10, 7, 5
39, 1, 13, 14, 7
39, 1, 25, 31, 10
39, 1, 26, 26, 9
39, 1, 18, 19, 8
39, 1, 20, 16, 8
39, 1, 15, 16, 7
39, 1, 7, 11, 5
39, 1, 16, 21, 8
39, 1, 20, 33, 9
39, 1, 16, 21, 8
39, 1, 9, 13, 6
39, 1, 16, 24, 8
39, 1, 13, 21, 7
39, 1, 12, 15, 6
39, 1, 11, 15, 7
39, 1, 16, 23, 8
39, 1, 26, 52, 11
39, 1, 11, 17, 6
39, 1, 15, 27, 7
39, 1, 14, 31, 8
39, 1, 32, 42, 12
39, 1, 15, 11, 7
39, 1, 18, 29, 8
39, 1, 12, 13, 7
39, 1, 11, 10, 6
39, 1, 16, 25, 8
39, 1, 8, 9, 5
39, 1, 25, 52, 11
39, 1, 21, 37, 10
39, 1, 18, 21, 8
39, 1, 17, 35, 9
39, 1, 11, 19, 6
39, 1, 21, 42, 9
39, 1, 21, 22, 9
39, 1, 4, 6, 4
39, 1, 15, 18, 7
39, 1, 21, 17, 7
39, 1, 3, 3, 3
39, 1, 11, 16, 6
39, 1, 14, 16, 7
39, 1, 10, 17, 6
39, 1, 21, 36, 10
39, 1, 21, 48, 10
39, 1, 14, 23, 7
39, 1, 22, 29, 8
