video_id, sentence_id, dep_total_original, dep_total_random, total_words
5, 1, 26, 53, 11
5, 1, 4, 9, 4
5, 1, 4, 6, 4
5, 1, 9, 11, 6
5, 1, 4, 5, 4
5, 1, 16, 22, 8
5, 1, 14, 18, 7
5, 1, 11, 15, 6
5, 1, 6, 4, 4
5, 1, 53, 91, 17
5, 1, 27, 40, 10
5, 1, 32, 33, 11
5, 1, 13, 21, 7
5, 1, 1, 1, 2
5, 1, 1, 1, 2
5, 1, 9, 8, 5
5, 1, 48, 116, 18
5, 1, 4, 6, 4
5, 1, 36, 74, 12
5, 1, 9, 9, 6
5, 1, 4, 5, 4
5, 1, 2, 4, 3
5, 1, 22, 37, 10
5, 1, 4, 6, 4
5, 1, 8, 12, 5
5, 1, 29, 50, 11
5, 1, 4, 4, 4
5, 1, 33, 78, 12
5, 1, 11, 17, 7
5, 1, 20, 28, 8
5, 1, 21, 27, 9
5, 1, 14, 20, 7
5, 1, 14, 16, 7
5, 1, 3, 3, 3
5, 1, 10, 6, 5
5, 1, 5, 7, 4
5, 1, 9, 5, 6
5, 1, 12, 16, 5
5, 1, 1, 1, 1
5, 1, 18, 25, 8
5, 1, 31, 27, 10
5, 1, 39, 75, 16
5, 1, 9, 16, 6
5, 1, 25, 49, 12
5, 1, 8, 10, 5
5, 1, 2, 3, 3
5, 1, 3, 5, 3
5, 1, 24, 21, 9
5, 1, 40, 85, 15
5, 1, 37, 52, 12
5, 1, 5, 5, 4
5, 1, 41, 65, 13
5, 1, 24, 31, 9
5, 1, 8, 10, 5
5, 1, 16, 17, 8
5, 1, 15, 16, 7
5, 1, 42, 75, 15
5, 1, 9, 11, 5
5, 1, 6, 7, 4
5, 1, 3, 4, 3
5, 1, 10, 14, 6
5, 1, 7, 14, 5
5, 1, 3, 3, 3
5, 1, 19, 16, 8
5, 1, 29, 38, 10
5, 1, 34, 46, 12
5, 1, 4, 7, 4
5, 1, 8, 9, 5
5, 1, 33, 62, 12
5, 1, 30, 29, 12
5, 1, 20, 33, 10
5, 1, 3, 2, 3
5, 1, 85, 222, 23
5, 1, 7, 9, 5
5, 1, 6, 5, 4
5, 1, 18, 20, 8
5, 1, 18, 26, 8
5, 1, 29, 44, 10
5, 1, 20, 33, 10
5, 1, 8, 8, 5
5, 1, 3, 5, 3
5, 1, 3, 3, 3
5, 1, 1, 1, 2
5, 1, 6, 14, 5
5, 1, 7, 11, 5
5, 1, 13, 13, 7
5, 1, 16, 21, 7
5, 1, 40, 57, 15
5, 1, 17, 18, 7
5, 1, 9, 15, 6
5, 1, 23, 35, 10
5, 1, 14, 19, 8
5, 1, 39, 40, 12
5, 1, 4, 5, 4
5, 1, 32, 66, 13
5, 1, 31, 43, 11
5, 1, 17, 15, 8
5, 1, 4, 6, 4
5, 1, 44, 97, 16
5, 1, 26, 33, 11
5, 1, 4, 4, 4
5, 1, 37, 49, 12
5, 1, 6, 8, 5
5, 1, 12, 14, 6
5, 1, 10, 7, 5
5, 1, 3, 3, 3
5, 1, 21, 27, 9
5, 1, 3, 5, 3
5, 1, 2, 4, 3
5, 1, 8, 14, 6
5, 1, 8, 6, 5
5, 1, 40, 85, 14
5, 1, 3, 3, 3
5, 1, 18, 25, 9
5, 1, 15, 21, 8
5, 1, 47, 128, 18
5, 1, 38, 62, 14
5, 1, 19, 20, 8
5, 1, 25, 37, 11
5, 1, 52, 98, 16
5, 1, 38, 59, 12
5, 1, 54, 106, 16
5, 1, 25, 31, 11
5, 1, 11, 16, 6
5, 1, 24, 41, 11
5, 1, 25, 39, 9
5, 1, 8, 11, 5
5, 1, 6, 9, 4
5, 1, 30, 47, 12
5, 1, 13, 13, 7
5, 1, 7, 10, 5
5, 1, 20, 49, 9
5, 1, 6, 5, 4
5, 1, 26, 38, 9
5, 1, 18, 26, 9
5, 1, 78, 48, 13
5, 1, 13, 26, 7
5, 1, 9, 7, 6
5, 1, 16, 22, 8
5, 1, 16, 36, 8
5, 1, 15, 9, 6
5, 1, 1, 1, 2
5, 1, 8, 9, 5
5, 1, 7, 6, 5
5, 1, 26, 28, 9
5, 1, 9, 10, 6
5, 1, 6, 7, 4
5, 1, 7, 13, 5
5, 1, 6, 8, 5
5, 1, 19, 27, 9
5, 1, 10, 9, 5
5, 1, 20, 26, 8
5, 1, 2, 2, 3
5, 1, 1, 2, 2
5, 1, 37, 54, 12
5, 1, 6, 11, 5
5, 1, 14, 21, 8
5, 1, 14, 23, 8
5, 1, 15, 13, 6
5, 1, 4, 4, 4
5, 1, 37, 74, 14
5, 1, 10, 11, 5
5, 1, 15, 14, 7
5, 1, 6, 6, 4
5, 1, 51, 119, 19
5, 1, 27, 30, 10
5, 1, 16, 36, 9
5, 1, 1, 1, 2
5, 1, 4, 6, 4
5, 1, 9, 7, 5
5, 1, 1, 1, 1
6, 1, 5, 8, 4
6, 1, 9, 6, 6
6, 1, 6, 9, 5
6, 1, 13, 11, 7
6, 1, 5, 5, 4
6, 1, 26, 55, 12
6, 1, 9, 17, 6
6, 1, 3, 3, 3
6, 1, 33, 38, 11
6, 1, 16, 18, 8
6, 1, 36, 63, 14
6, 1, 22, 28, 8
6, 1, 4, 6, 4
6, 1, 12, 16, 7
6, 1, 18, 16, 9
6, 1, 21, 29, 8
6, 1, 1, 1, 2
6, 1, 7, 10, 5
6, 1, 3, 2, 3
6, 1, 11, 17, 7
6, 1, 4, 8, 4
6, 1, 5, 10, 5
6, 1, 13, 15, 7
6, 1, 16, 20, 8
6, 1, 23, 47, 10
6, 1, 23, 24, 10
6, 1, 16, 25, 9
6, 1, 46, 70, 16
6, 1, 8, 10, 5
6, 1, 6, 6, 4
6, 1, 18, 39, 10
6, 1, 25, 32, 12
6, 1, 13, 24, 8
6, 1, 3, 4, 3
6, 1, 4, 4, 4
6, 1, 15, 15, 6
7, 1, 6, 5, 4
7, 1, 8, 11, 5
7, 1, 6, 4, 4
7, 1, 3, 3, 3
7, 1, 4, 5, 4
7, 1, 46, 92, 17
7, 1, 11, 14, 7
7, 1, 13, 18, 8
7, 1, 7, 10, 6
7, 1, 25, 32, 10
7, 1, 18, 29, 10
7, 1, 13, 28, 8
7, 1, 18, 28, 11
7, 1, 11, 12, 6
7, 1, 16, 20, 8
7, 1, 6, 6, 4
7, 1, 1, 2, 2
7, 1, 18, 23, 9
7, 1, 2, 2, 3
7, 1, 6, 7, 4
7, 1, 7, 6, 5
7, 1, 20, 38, 10
7, 1, 6, 8, 5
7, 1, 19, 15, 7
7, 1, 4, 6, 4
7, 1, 20, 45, 10
7, 1, 7, 10, 5
7, 1, 11, 13, 6
7, 1, 8, 11, 5
7, 1, 1, 2, 2
7, 1, 30, 75, 12
7, 1, 13, 14, 7
7, 1, 9, 11, 6
7, 1, 1, 1, 2
7, 1, 8, 8, 6
7, 1, 6, 5, 4
7, 1, 2, 5, 3
7, 1, 13, 13, 7
7, 1, 18, 32, 8
7, 1, 6, 10, 5
7, 1, 9, 12, 6
7, 1, 6, 6, 5
7, 1, 4, 4, 4
7, 1, 6, 6, 4
7, 1, 4, 5, 4
7, 1, 12, 21, 7
7, 1, 6, 7, 4
7, 1, 4, 7, 4
7, 1, 3, 3, 3
7, 1, 5, 3, 4
7, 1, 24, 22, 10
7, 1, 7, 10, 5
7, 1, 21, 25, 9
7, 1, 5, 5, 4
7, 1, 5, 2, 4
7, 1, 34, 54, 13
7, 1, 5, 4, 4
7, 1, 29, 63, 12
7, 1, 15, 30, 8
7, 1, 36, 56, 13
7, 1, 1, 1, 2
7, 1, 5, 3, 4
7, 1, 11, 11, 6
7, 1, 11, 15, 6
7, 1, 5, 2, 4
7, 1, 3, 2, 3
7, 1, 6, 10, 5
7, 1, 2, 5, 3
7, 1, 11, 21, 7
7, 1, 9, 12, 6
7, 1, 43, 41, 13
7, 1, 12, 8, 6
7, 1, 17, 24, 8
7, 1, 30, 42, 12
7, 1, 8, 10, 6
7, 1, 19, 30, 8
7, 1, 8, 12, 5
7, 1, 13, 17, 7
7, 1, 11, 4, 6
7, 1, 29, 27, 11
7, 1, 12, 9, 6
7, 1, 3, 3, 3
7, 1, 19, 23, 9
7, 1, 15, 17, 8
7, 1, 5, 6, 4
7, 1, 3, 5, 3
7, 1, 13, 11, 6
7, 1, 8, 14, 5
7, 1, 8, 6, 5
7, 1, 11, 17, 7
7, 1, 5, 2, 4
7, 1, 16, 16, 8
7, 1, 13, 24, 7
7, 1, 13, 8, 6
7, 1, 6, 9, 5
7, 1, 4, 8, 4
7, 1, 16, 31, 8
7, 1, 12, 20, 7
7, 1, 5, 2, 4
7, 1, 9, 13, 6
7, 1, 28, 34, 12
7, 1, 8, 6, 5
7, 1, 22, 27, 10
7, 1, 11, 14, 6
7, 1, 11, 5, 6
7, 1, 12, 12, 7
7, 1, 41, 80, 15
7, 1, 5, 2, 4
7, 1, 9, 15, 6
7, 1, 1, 2, 2
7, 1, 12, 13, 6
7, 1, 5, 6, 4
7, 1, 40, 44, 14
7, 1, 15, 28, 8
7, 1, 13, 12, 7
7, 1, 29, 43, 11
7, 1, 15, 27, 7
7, 1, 6, 6, 4
7, 1, 16, 22, 9
7, 1, 21, 44, 10
7, 1, 16, 35, 9
7, 1, 3, 3, 3
7, 1, 4, 4, 4
7, 1, 6, 4, 4
7, 1, 3, 2, 2
8, 1, 5, 4, 4
8, 1, 6, 5, 4
8, 1, 13, 21, 8
8, 1, 40, 49, 13
8, 1, 21, 25, 9
8, 1, 4, 8, 4
8, 1, 12, 15, 7
8, 1, 26, 47, 12
8, 1, 9, 19, 6
8, 1, 10, 7, 5
8, 1, 35, 100, 14
8, 1, 1, 2, 2
8, 1, 9, 9, 7
8, 1, 36, 73, 15
8, 1, 7, 8, 5
8, 1, 7, 10, 6
8, 1, 24, 33, 10
8, 1, 33, 54, 13
8, 1, 24, 44, 9
8, 1, 33, 67, 14
8, 1, 15, 23, 9
8, 1, 3, 3, 3
8, 1, 17, 45, 9
8, 1, 18, 17, 9
8, 1, 52, 82, 16
8, 1, 7, 10, 5
8, 1, 18, 29, 8
8, 1, 24, 41, 10
8, 1, 15, 23, 8
8, 1, 9, 11, 6
8, 1, 20, 20, 8
8, 1, 8, 10, 5
8, 1, 30, 42, 11
8, 1, 3, 3, 3
8, 1, 1, 1, 2
8, 1, 9, 19, 7
8, 1, 26, 41, 11
8, 1, 39, 59, 15
8, 1, 25, 39, 10
8, 1, 12, 18, 6
8, 1, 6, 4, 5
8, 1, 3, 5, 3
8, 1, 20, 22, 8
8, 1, 6, 6, 4
8, 1, 39, 53, 15
8, 1, 26, 46, 11
8, 1, 18, 31, 9
8, 1, 3, 3, 3
8, 1, 42, 57, 13
8, 1, 5, 3, 4
8, 1, 4, 4, 4
8, 1, 64, 75, 15
8, 1, 12, 16, 7
8, 1, 18, 32, 9
8, 1, 28, 52, 11
8, 1, 17, 22, 7
8, 1, 14, 22, 8
8, 1, 20, 28, 9
8, 1, 40, 55, 13
8, 1, 2, 2, 3
8, 1, 4, 8, 4
8, 1, 15, 17, 7
8, 1, 23, 44, 10
8, 1, 6, 5, 4
8, 1, 6, 6, 4
8, 1, 19, 24, 9
8, 1, 1, 1, 2
8, 1, 45, 109, 15
8, 1, 13, 13, 6
8, 1, 13, 16, 7
8, 1, 6, 6, 5
8, 1, 6, 8, 5
8, 1, 6, 5, 4
8, 1, 18, 20, 8
8, 1, 39, 64, 14
8, 1, 34, 48, 12
8, 1, 14, 18, 7
8, 1, 13, 13, 7
8, 1, 23, 35, 10
8, 1, 33, 38, 10
8, 1, 15, 18, 6
8, 1, 12, 15, 7
8, 1, 6, 5, 4
8, 1, 25, 35, 9
8, 1, 15, 26, 8
8, 1, 1, 1, 2
8, 1, 10, 11, 6
8, 1, 7, 8, 5
8, 1, 19, 38, 10
8, 1, 14, 21, 8
8, 1, 13, 15, 7
8, 1, 19, 42, 10
8, 1, 1, 1, 2
8, 1, 6, 10, 5
8, 1, 6, 6, 4
8, 1, 6, 8, 5
8, 1, 23, 39, 10
8, 1, 15, 7, 7
8, 1, 15, 22, 8
8, 1, 25, 33, 10
8, 1, 12, 22, 7
8, 1, 75, 125, 20
8, 1, 22, 29, 8
8, 1, 15, 14, 7
8, 1, 2, 3, 3
8, 1, 88, 224, 24
8, 1, 14, 15, 7
8, 1, 38, 50, 15
8, 1, 23, 44, 10
8, 1, 13, 18, 7
8, 1, 20, 30, 8
8, 1, 9, 8, 5
8, 1, 23, 33, 9
8, 1, 23, 33, 9
8, 1, 47, 51, 13
8, 1, 11, 18, 7
8, 1, 23, 30, 9
8, 1, 24, 37, 10
8, 1, 4, 4, 4
8, 1, 41, 85, 15
8, 1, 9, 16, 6
8, 1, 14, 17, 7
8, 1, 21, 23, 9
8, 1, 3, 3, 3
8, 1, 6, 9, 4
8, 1, 5, 9, 4
8, 1, 12, 17, 7
8, 1, 33, 46, 13
8, 1, 61, 110, 19
8, 1, 5, 7, 4
8, 1, 42, 56, 15
8, 1, 24, 34, 9
8, 1, 7, 10, 5
8, 1, 46, 99, 17
8, 1, 8, 9, 5
8, 1, 31, 45, 10
8, 1, 4, 4, 4
8, 1, 30, 63, 12
8, 1, 25, 32, 10
8, 1, 47, 109, 17
8, 1, 23, 63, 11
8, 1, 3, 3, 3
8, 1, 4, 5, 4
8, 1, 8, 9, 4
9, 1, 1, 1, 1
9, 1, 3, 5, 3
9, 1, 3, 3, 2
9, 1, 1, 1, 1
9, 1, 3, 2, 3
9, 1, 1, 1, 2
9, 1, 7, 13, 5
9, 1, 13, 15, 6
9, 1, 4, 7, 4
9, 1, 18, 32, 9
9, 1, 18, 29, 9
9, 1, 6, 5, 4
9, 1, 15, 14, 6
9, 1, 6, 5, 4
9, 1, 19, 50, 10
9, 1, 5, 9, 4
9, 1, 9, 11, 6
9, 1, 26, 41, 10
9, 1, 4, 6, 4
9, 1, 12, 18, 7
9, 1, 36, 62, 14
9, 1, 7, 8, 5
9, 1, 35, 67, 13
9, 1, 3, 4, 3
9, 1, 19, 21, 8
9, 1, 6, 9, 4
9, 1, 3, 3, 3
9, 1, 6, 6, 4
9, 1, 30, 48, 12
9, 1, 3, 3, 3
9, 1, 13, 15, 7
9, 1, 24, 32, 10
9, 1, 17, 21, 9
9, 1, 11, 15, 6
9, 1, 39, 88, 15
9, 1, 16, 20, 8
9, 1, 9, 11, 6
9, 1, 11, 19, 7
9, 1, 27, 46, 11
9, 1, 6, 4, 4
9, 1, 17, 26, 9
9, 1, 27, 47, 11
9, 1, 1, 1, 2
9, 1, 8, 10, 5
9, 1, 3, 5, 3
9, 1, 1, 1, 2
9, 1, 27, 50, 11
9, 1, 6, 6, 5
9, 1, 18, 19, 7
9, 1, 29, 60, 12
9, 1, 6, 7, 5
9, 1, 5, 4, 4
9, 1, 13, 13, 7
9, 1, 13, 13, 6
9, 1, 3, 5, 3
9, 1, 18, 18, 9
9, 1, 24, 37, 10
9, 1, 35, 36, 12
9, 1, 19, 40, 10
9, 1, 36, 60, 12
9, 1, 24, 50, 11
9, 1, 6, 9, 4
9, 1, 25, 28, 10
9, 1, 7, 6, 5
9, 1, 17, 27, 8
9, 1, 11, 14, 8
9, 1, 18, 31, 8
9, 1, 9, 7, 6
9, 1, 9, 17, 6
9, 1, 3, 3, 3
9, 1, 8, 5, 5
9, 1, 17, 31, 9
9, 1, 3, 3, 3
9, 1, 15, 16, 7
9, 1, 6, 4, 4
9, 1, 32, 67, 14
9, 1, 1, 2, 2
9, 1, 11, 12, 6
9, 1, 4, 6, 4
9, 1, 4, 4, 4
9, 1, 1, 1, 2
9, 1, 3, 3, 3
9, 1, 1, 2, 2
9, 1, 19, 32, 10
9, 1, 8, 6, 5
9, 1, 3, 3, 3
9, 1, 1, 2, 2
9, 1, 13, 13, 7
9, 1, 23, 36, 9
9, 1, 3, 4, 3
9, 1, 3, 3, 3
9, 1, 10, 12, 5
9, 1, 1, 1, 2
9, 1, 12, 12, 7
9, 1, 3, 2, 3
9, 1, 9, 10, 6
9, 1, 10, 7, 5
9, 1, 3, 3, 3
9, 1, 1, 2, 2
9, 1, 8, 7, 5
9, 1, 22, 25, 8
9, 1, 10, 15, 5
9, 1, 1, 1, 2
9, 1, 10, 11, 5
9, 1, 4, 5, 4
9, 1, 12, 8, 6
9, 1, 22, 42, 10
9, 1, 18, 26, 9
9, 1, 32, 46, 12
9, 1, 3, 3, 3
9, 1, 11, 13, 6
9, 1, 8, 7, 5
9, 1, 21, 25, 9
9, 1, 1, 1, 2
9, 1, 3, 5, 3
9, 1, 4, 6, 4
9, 1, 3, 5, 3
9, 1, 3, 5, 3
9, 1, 8, 7, 5
9, 1, 13, 18, 7
9, 1, 7, 10, 5
9, 1, 9, 12, 6
9, 1, 8, 10, 5
9, 1, 17, 25, 8
9, 1, 12, 15, 7
9, 1, 5, 9, 4
9, 1, 1, 2, 2
9, 1, 5, 6, 4
9, 1, 5, 3, 4
9, 1, 8, 13, 5
9, 1, 1, 1, 2
9, 1, 6, 9, 4
9, 1, 1, 1, 2
9, 1, 8, 10, 5
9, 1, 4, 6, 4
9, 1, 23, 16, 9
9, 1, 4, 4, 4
9, 1, 18, 20, 8
9, 1, 4, 4, 4
9, 1, 3, 3, 3
9, 1, 28, 29, 10
9, 1, 1, 1, 2
9, 1, 1, 1, 2
9, 1, 1, 1, 2
9, 1, 4, 4, 4
9, 1, 8, 8, 5
9, 1, 5, 6, 4
9, 1, 6, 9, 4
9, 1, 3, 5, 3
9, 1, 29, 39, 11
9, 1, 2, 3, 3
9, 1, 13, 17, 7
9, 1, 23, 35, 11
9, 1, 7, 11, 5
9, 1, 27, 36, 11
9, 1, 20, 27, 9
9, 1, 16, 29, 9
9, 1, 8, 8, 5
9, 1, 4, 6, 4
9, 1, 12, 11, 6
9, 1, 16, 15, 7
9, 1, 20, 28, 9
9, 1, 16, 40, 9
9, 1, 11, 12, 6
9, 1, 16, 26, 9
9, 1, 3, 2, 3
9, 1, 6, 13, 5
9, 1, 2, 4, 3
9, 1, 6, 12, 5
9, 1, 6, 6, 4
9, 1, 1, 2, 2
10, 1, 6, 5, 4
10, 1, 6, 7, 4
10, 1, 6, 5, 4
10, 1, 9, 7, 6
10, 1, 4, 8, 4
10, 1, 10, 15, 6
10, 1, 21, 31, 10
10, 1, 16, 34, 9
10, 1, 6, 6, 4
10, 1, 23, 16, 8
10, 1, 13, 18, 6
10, 1, 1, 1, 2
10, 1, 27, 36, 11
10, 1, 12, 12, 6
10, 1, 9, 5, 5
10, 1, 36, 52, 13
10, 1, 6, 8, 5
10, 1, 12, 15, 7
10, 1, 13, 12, 7
10, 1, 13, 12, 7
10, 1, 28, 59, 12
10, 1, 29, 21, 9
10, 1, 6, 7, 4
10, 1, 2, 3, 3
10, 1, 37, 39, 13
10, 1, 17, 18, 7
10, 1, 10, 9, 7
10, 1, 34, 93, 16
10, 1, 25, 34, 9
10, 1, 6, 11, 5
10, 1, 33, 97, 17
10, 1, 8, 9, 5
10, 1, 4, 6, 4
10, 1, 56, 104, 18
10, 1, 10, 15, 6
10, 1, 1, 2, 2
10, 1, 5, 3, 4
10, 1, 18, 15, 9
10, 1, 6, 6, 4
10, 1, 3, 3, 3
10, 1, 11, 19, 7
10, 1, 23, 57, 12
10, 1, 2, 2, 3
10, 1, 24, 26, 10
